mangaid,objra,objdec,z,emline_sflux_cen_oiii_5008,emline_sflux_1re_oiii_5008,emline_sflux_tot_oiii_5008,emline_sflux_cen_nii_6549,emline_sflux_1re_nii_6549,emline_sflux_tot_nii_6549,emline_sflux_cen_sii_6718,emline_sflux_1re_sii_6718,emline_sflux_tot_sii_6718,emline_sflux_cen_sii_6732,emline_sflux_1re_sii_6732,emline_sflux_tot_sii_6732,emline_sflux_cen_oi_6302,emline_sflux_1re_oi_6302,emline_sflux_tot_oi_6302,emline_sflux_cen_ha_6564,emline_sflux_1re_ha_6564,emline_sflux_tot_ha_6564,emline_sflux_cen_hb_4862,emline_sflux_1re_hb_4862,emline_sflux_tot_hb_4862,emline_sflux_cen_hdel_4102,emline_sflux_1re_hdel_4102,emline_sflux_tot_hdel_4102
12-129610,204.884841918945,27.1071472167969,0.0324076,53.85112,135.7811,139.1605,4.539221,10.60045,10.83984,27.66332,65.91209,67.42046,20.04121,48.51611,49.85419,5.019536,12.69718,13.20226,114.1127,284.8891,292.0087,35.7035,91.19286,93.60287,8.182166,20.30222,20.66566
12-129609,204.884521484375,26.7775421142578,0.0289841,25.50206,69.02123,135.774,22.97847,70.65767,97.27719,19.87441,75.33521,100.2832,16.31252,55.4616,84.65517,10.85448,24.35183,20.36805,38.1604,203.402,330.8999,-0.7342432,36.33989,90.22716,-3.572938,-4.601801,-18.68879
12-129609,204.884521484375,26.7775421142578,0.0289841,25.50184,69.02068,87.63601,22.97819,70.65831,87.44131,19.8742,75.33443,90.21297,16.31261,55.46208,66.85698,10.85432,24.35144,28.3055,38.15971,203.3984,274.3459,-0.7360044,36.33721,61.67996,-3.572062,-4.602028,-1.639389
1-113567,318.026428222656,11.345157623291,0.0167432,22.30261,481.2569,775.8872,2.671139,56.13093,94.30256,17.2939,293.146,508.9836,10.70558,194.6333,360.6838,3.141572,50.1381,79.16476,59.84711,1170.243,1949.774,17.88469,378.7625,662.9316,9.552222,121.6365,208.302
1-113567,318.026428222656,11.345157623291,0.0167432,21.50874,109.4236,112.3798,2.567452,13.97893,14.37583,16.68019,77.21829,79.41031,10.37607,49.70123,51.39139,2.96409,13.35365,13.66512,57.58485,279.3496,287.2259,17.11197,89.19934,92.0462,9.098922,31.76158,32.5455
1-113469,317.943511962891,9.27749443054199,0.0394617,12.36023,91.09557,392.5862,5.940763,22.24908,49.83478,12.90357,76.89075,239.3396,9.311768,50.63028,160.8108,0.8176553,12.1292,37.22649,47.09872,283.6028,939.1635,15.45039,94.05507,295.535,3.040366,25.16403,69.58221
1-113469,317.943511962891,9.27749443054199,0.0394617,11.81292,30.96522,34.825,5.733394,10.9316,11.34935,12.34824,29.01007,31.2385,8.944883,20.20619,21.73347,0.7476507,3.607611,3.873048,45.2052,106.8049,115.8183,14.74147,35.59336,38.49064,2.930813,9.201278,9.849634
1-113403,316.964294433594,11.2623176574707,0.0715126,9.727966,32.39178,67.61053,19.62202,49.21974,77.02206,27.34086,77.91547,123.1143,21.61397,62.17555,102.3869,2.702795,5.554587,2.475556,142.9509,346.6106,463.2825,33.42319,86.92758,126.5478,5.324194,14.72651,30.26453
1-113403,316.964294433594,11.2623176574707,0.0715126,9.727813,16.13829,16.7526,19.62216,29.13963,29.56292,27.34084,42.71491,43.3867,21.61405,33.54012,34.18312,2.702783,3.895416,3.871178,142.9505,211.0154,212.7988,33.42334,50.7398,51.43592,5.32346,8.465291,8.716104
1-113418,319.353759765625,10.2316207885742,0.0430806,10.51525,90.9021,204.5203,25.36178,213.9717,446.1184,14.68841,212.9296,457.5168,7.382695,130.9074,286.9418,4.834219,73.22774,178.0374,156.9888,1611.663,2872.261,25.83493,269.215,559.8301,3.556256,63.04768,151.5279
1-113418,319.353759765625,10.2316207885742,0.0430806,10.51608,89.69922,124.6809,25.36159,211.1714,292.9114,14.68813,209.2095,304.9547,7.382615,128.567,188.5257,4.83417,72.10921,100.7689,156.9879,1590.016,2129.58,25.83719,265.4772,372.4244,3.557549,62.02925,87.73669
1-635503,318.990447998047,9.54307556152344,0.0293012,26.3617,437.6819,1165.867,64.80882,834.6671,1526.559,71.62021,1195.036,2484.596,51.29689,832.7433,1718.487,13.11245,179.8932,397.2355,569.0901,7029.49,12982.55,99.07826,1358.121,2698.043,20.70512,307.5067,647.5469
1-635503,318.990447998047,9.54307556152344,0.0293012,26.36225,437.6823,938.07,64.8082,834.6664,1352.245,71.61996,1195.036,2113.092,51.29659,832.743,1464.621,13.11248,179.8933,329.7119,569.0881,7029.487,11581.85,99.07974,1358.122,2365.279,20.70652,307.4995,539.3502
1-113520,317.502197265625,11.5106477737427,0.0167652,51.93361,127.3616,205.3673,12.50888,30.28153,55.07101,11.84247,31.94096,59.28015,1.369412,6.81561,3.887571,-2.307487,-1.434136,5.137814,38.3456,91.59902,158.3545,6.897313,23.49433,44.44385,-0.6275216,4.048821,18.80178
1-113520,317.502197265625,11.5106477737427,0.0167652,51.93353,127.3657,180.99,12.50847,30.28263,45.6409,11.84241,31.94071,47.83791,1.369301,6.816685,4.065919,-2.307741,-1.433207,3.169363,38.34544,91.59642,135.2701,6.897163,23.49518,37.58604,-0.6301528,4.045287,10.29286
1-113525,317.430053710938,11.3552408218384,0.0169457,0.002872695,4.885245,4.885245,0.8107846,9.223468,9.223468,1.506717,-4.857165,-4.857165,-1.622368,-17.60686,-17.60686,-0.5965477,-8.247928,-8.247928,1.440355,11.37282,11.37282,0.6223754,11.40086,11.40086,-2.031684,-14.44717,-14.44717
1-113525,317.430053710938,11.3552408218384,0.0169457,0.0007671416,1.83163,1.83163,0.8361589,3.828291,3.828291,1.480211,0.3494556,0.3494556,-1.683486,-7.678387,-7.678387,-0.6181364,-3.955098,-3.955098,1.4281,7.257612,7.257612,0.6373362,1.656987,1.656987,-2.006081,-12.68341,-12.68341
1-113540,317.903198242188,11.4969434738159,0.0293823,70.81524,371.6016,641.0402,228.837,900.4133,1348.188,233.2336,1050.881,1742.162,177.0434,762.2414,1236.945,22.8042,100.3152,185.3643,1511.804,6221.621,9309.275,346.3892,1523.347,2348.171,75.8933,329.7192,530.585
1-113540,317.903198242188,11.4969434738159,0.0293823,70.81487,371.6006,612.582,228.8371,900.4132,1290.716,233.2337,1050.881,1625.66,177.0434,762.2413,1153.797,22.80426,100.3153,169.9541,1511.805,6221.626,8931.971,346.3856,1523.34,2241.898,75.8955,329.7303,493.6925
1-113585,319.113433837891,10.7676200866699,0.070276,14.84845,31.14012,53.07341,-5.789173,-16.36826,-25.80965,3.737425,15.8222,33.01241,4.571962,12.46294,18.1377,4.746464,5.770918,-3.106893,-6.284018,-29.16717,-23.17252,-10.04678,-27.26256,-31.2182,-8.514347,-30.02515,-67.37473
1-113585,319.113433837891,10.7676200866699,0.070276,14.88465,31.84632,37.48209,-5.901707,-16.51498,-19.04572,3.718865,16.68713,20.94236,4.478343,11.45842,14.05809,4.865023,5.977314,5.470644,-6.16815,-32.09372,-32.87502,-10.13517,-27.50853,-30.69451,-8.547433,-29.67776,-37.42243
1-113651,319.233947753906,9.63757514953613,0.0708847,19.02226,44.68309,82.68769,14.73315,45.45061,100.927,16.32808,47.40647,102.9332,10.22951,28.75049,55.50805,7.147965,20.13046,25.22926,28.63903,138.0563,456.2617,1.676897,28.25885,109.0498,-5.554193,-13.73321,-35.52282
1-113651,319.233947753906,9.63757514953613,0.0708847,19.02219,44.68267,55.33871,14.73345,45.45098,62.97219,16.32805,47.40644,67.13778,10.22963,28.75069,38.94966,7.148035,20.13053,24.09326,28.63889,138.056,236.3524,1.676842,28.25814,54.19574,-5.553945,-13.73246,-16.63962
1-113379,316.541564941406,10.345419883728,0.0171611,120.1157,564.5694,846.0145,11.57647,59.44319,98.93247,45.18742,243.8796,430.7548,31.33057,166.1066,292.7831,6.754291,38.73669,70.17557,216.1847,1093.19,1734.153,70.09959,349.5694,565.7332,16.02903,96.33685,174.5718
1-113379,316.541564941406,10.345419883728,0.0171611,120.1157,533.2974,659.1433,11.57646,55.61492,71.29131,45.18742,228.093,298.4517,31.33059,155.711,206.8402,6.754292,35.54723,50.66992,216.1846,1029.553,1310.14,70.09946,328.2496,418.9743,16.02958,89.02705,121.3729
1-113712,319.193084716797,11.0437412261963,0.0806967,6536.976,17968.55,19198.92,685.5477,2010.647,2216.333,449.0401,1448.097,1715.928,394.9597,1238.656,1428.207,185.9853,575.8767,642.0698,1987.772,6104.617,7187.039,736.66,1991.854,2277.775,158.7257,373.4477,441.4709
1-113712,319.193084716797,11.0437412261963,0.0806967,6536.993,16450.93,16502.91,685.5377,1832.793,1840.934,449.0551,1286.116,1295.964,394.9651,1113.202,1120.234,185.9905,516.8286,519.6146,1987.751,5479.123,5518.226,736.6473,1818.956,1829.785,158.723,354.502,357.0145
1-113375,316.6396484375,10.7512226104736,0.028215,7.314751,191.9811,462.7641,11.24897,206.9565,295.2422,20.67771,478.3652,801.6459,15.08128,330.6764,564.9764,2.183153,54.5038,132.1239,107.3606,2031.903,3338.451,26.23283,552.8054,924.6321,8.43909,148.9669,279.7408
1-113375,316.6396484375,10.7512226104736,0.028215,7.314748,163.3685,194.7029,11.24901,185.2648,197.8825,20.67772,418.2324,455.0198,15.08129,289.1513,315.0355,2.183152,46.20826,52.6214,107.3605,1795.069,1950.083,26.23298,484.4086,527.7161,8.437601,130.4202,143.9931
1-113219,317.374755859375,10.0519437789917,0.0408897,44.49452,218.5047,521.158,14.3839,58.42505,87.95778,39.0752,180.2573,308.169,25.98089,115.8404,204.7761,6.15992,26.08686,21.14338,168.267,754.3523,1362.154,44.55734,223.494,404.9774,13.96207,62.57403,106.6197
1-113219,317.374755859375,10.0519437789917,0.0408897,44.49456,157.5768,168.6462,14.3839,44.49343,46.15601,39.07521,130.9264,137.1584,25.9809,84.78832,88.99632,6.159919,19.85961,20.61475,168.2671,556.6698,583.4922,44.5578,161.3633,169.5225,13.96141,44.98558,47.44798
1-546816,256.874084472656,35.9242897033691,0.0365221,5.758202,110.7161,211.1589,3.103488,17.25594,39.56321,5.440608,78.78956,133.8999,5.207725,73.62383,140.3217,0.6544774,15.85677,32.73595,23.7416,378.2154,681.0403,8.097662,141.5479,285.5218,-0.1312617,5.883145,53.83051
1-546816,256.874084472656,35.9242897033691,0.0365221,0.7242284,2.764622,3.126757,0.4735674,0.933144,1.060106,0.8300248,2.582694,2.782987,0.7513878,2.239113,2.523217,0.1324077,0.5794533,0.6737726,3.434306,11.17243,12.38592,1.176994,4.063846,4.705096,-0.05958473,0.09572966,0.3666378
1-547131,256.693756103516,35.6581840515137,0.0234278,26.49774,607.6965,3048.361,59.48462,667.0234,1146.209,84.19673,1294.119,2593.171,65.40536,898.2342,1783.216,10.86596,249.5054,573.5629,587.761,6243.053,12412.22,130.5618,1452.629,3253.859,22.02774,279.9337,632.8098
1-547131,256.693756103516,35.6581840515137,0.0234278,26.49771,607.6966,2220.3,59.48496,667.0233,1013.918,84.19683,1294.119,2201.357,65.4054,898.2338,1519.751,10.86597,249.5053,458.8698,587.7606,6243.052,10627.78,130.5612,1452.633,2688.387,22.025,279.9363,526.7068
1-546807,257.427429199219,36.4149513244629,0.0276725,27.15479,788.6168,1998.745,29.71342,381.8246,549.9294,53.72088,899.2766,1441.601,35.09843,592.5118,941.9938,11.77442,195.6618,327.1841,216.7955,3839.248,6545.63,57.55435,1087.025,1807.692,16.83832,291.8219,490.335
1-546807,257.427429199219,36.4149513244629,0.0276725,27.15464,468.2271,510.0694,29.71335,274.9637,280.4777,53.72085,606.5469,623.2856,35.09842,404.7239,416.0529,11.77442,127.6716,131.1805,216.7956,2601.601,2693.405,57.55262,732.2676,758.4426,16.84023,198.7994,205.6657
1-547159,257.630645751953,35.5067367553711,0.0736188,9.504043,58.59808,193.0405,4.611575,93.13323,209.871,4.602782,105.4153,304.4364,1.631703,66.97548,197.0564,4.817472,35.11554,103.8813,21.36117,745.4701,1877.497,5.44909,184.6172,503.1092,-0.9075208,29.48599,66.92051
1-547159,257.630645751953,35.5067367553711,0.0736188,9.504,42.76279,46.92782,4.611344,58.56742,64.39719,4.60284,64.37006,73.42868,1.631595,39.35218,45.07259,4.817458,22.67797,24.84599,21.36135,453.0412,505.3527,5.448893,112.3581,125.7278,-0.9073609,16.03431,17.75574
1-634477,255.895278930664,36.4015350341797,0.0232086,0.9256821,3.256889,8.507103,2.341685,7.744296,8.079974,-0.3742259,2.550189,1.85398,2.841565,3.00705,-0.6833773,1.397048,4.673927,3.108052,2.576034,4.449478,4.323778,0.8649533,10.13197,24.77988,1.876721,1.629827,-7.303811
1-634477,255.895278930664,36.4015350341797,0.0232086,1.431972,4.189788,7.105301,2.346953,8.239038,8.552156,-0.2270771,0.6771016,0.6427297,3.232706,2.607142,1.706506,1.801884,4.184556,3.070161,2.865709,4.338622,3.797328,0.4291682,10.55718,18.18477,1.050322,0.8194151,-4.335762
1-547135,256.775665283203,35.6399765014648,0.0312375,8.860144,14.06868,52.88514,-2.716871,3.635339,14.44442,-1.845074,0.6531846,6.059161,-0.5727565,2.507092,21.30067,7.7376,10.7423,3.178643,3.028055,10.39923,21.68334,-3.725117,-9.283975,-27.02778,-2.38446,-4.831722,-2.937611
1-547135,256.775665283203,35.6399765014648,0.0312375,8.449886,13.84789,49.68048,-2.59246,3.616903,13.81763,-1.937889,0.6766085,4.878785,-0.5740939,2.678174,19.67249,7.484029,9.362204,1.896562,1.890991,10.19761,21.52386,-3.64812,-8.771818,-25.66234,-2.231493,-2.330381,-1.784122
1-634538,256.369659423828,35.6346664428711,0.0362875,50.5774,184.5164,291.3284,28.02397,99.90588,141.4809,28.04298,120.7612,175.0505,29.87537,106.3541,157.1013,29.718,91.09926,118.8778,55.37637,215.585,315.4162,5.660228,12.95605,21.74055,-10.4598,-23.23665,-45.72055
1-634538,256.369659423828,35.6346664428711,0.0362875,50.57822,184.5158,271.8227,28.02357,99.89937,135.1292,28.04299,120.7589,165.6527,29.87162,106.3538,144.5298,29.71947,91.08469,110.1802,55.37766,215.5876,294.5689,5.659912,12.95705,18.16961,-10.45937,-23.24178,-40.255
1-547180,257.594299316406,36.3396034240723,0.0265319,1.1103,6.717957,4.22865,1.156504,4.485791,7.358444,0.4228957,2.360425,2.870101,0.3873725,0.6206223,4.6071,-1.284455,-8.463785,-22.00236,0.453659,2.606102,-0.612128,0.9338074,4.738809,7.586114,-0.1457681,-0.1249729,-5.706893
1-547180,257.594299316406,36.3396034240723,0.0265319,1.357334,5.093122,5.048854,1.145692,2.587627,2.59919,0.2995339,0.8193678,0.9163238,0.4096746,0.558104,0.6118196,-0.9963369,-4.695214,-5.25268,0.2590079,0.7931601,0.6556054,0.9246441,2.950589,3.101808,-0.04558175,1.814634,1.743224
1-546813,257.449432373047,36.5372467041016,0.0359937,77.47475,195.0308,284.8943,27.82463,68.71101,99.13368,68.43833,170.6773,275.3372,48.23497,123.7819,199.8611,9.512125,28.14073,59.16824,337.6831,846.6718,1259.641,94.40545,239.4899,353.6328,23.9618,61.17487,108.0715
1-546813,257.449432373047,36.5372467041016,0.0359937,77.4748,192.8154,228.6578,27.8247,67.97934,79.88869,68.43833,168.6454,204.0491,48.23497,122.189,148.6744,9.51213,27.771,35.21924,337.6833,836.9885,994.7534,94.40578,236.7758,282.1042,23.96008,60.54228,73.01704
1-547107,256.565795898438,35.4171562194824,0.0367457,13.48262,38.99122,60.18668,18.57688,49.68872,86.88908,43.28428,110.0505,175.7887,31.37724,80.25575,140.6793,10.77472,23.32603,48.4985,193.0826,493.521,759.4937,55.5442,135.8932,227.1735,12.68447,32.62037,55.8526
1-547107,256.565795898438,35.4171562194824,0.0367457,13.48263,36.52609,43.9407,18.57687,46.4673,56.47371,43.28427,103.8423,123.3152,31.37724,75.39265,91.19017,10.77472,21.88752,25.74415,193.0823,465.7033,547.7719,55.54406,128.593,152.4048,12.68546,30.5546,36.62383
1-561020,256.791961669922,34.2697486877441,0.0311029,19.91311,101.7513,130.9584,27.22,71.86703,75.95434,16.19527,103.7332,150.6863,6.896013,57.93621,86.47742,6.385766,14.85957,22.0032,37.77019,132.2862,148.3335,-7.062877,-31.75218,-19.86828,-8.013628,-36.67518,-25.6923
1-561020,256.791961669922,34.2697486877441,0.0311029,19.91243,101.6886,122.5399,27.21986,71.65445,75.51471,16.19393,103.8153,134.2672,6.896308,57.74281,73.88429,6.383257,14.67775,16.59818,37.77126,132.1679,146.0264,-7.062485,-31.85184,-15.23878,-8.010286,-36.46528,-23.31388
1-561039,258.271087646484,35.2686157226563,0.0256566,23.8993,91.5161,167.1973,27.79503,118.2847,192.4614,37.22825,185.4711,289.3397,26.42439,128.0323,186.769,18.23138,54.94049,105.5389,117.7121,561.6406,772.7292,20.36075,101.5024,160.8374,-0.9110856,-2.053857,2.655511
1-561039,258.271087646484,35.2686157226563,0.0256566,23.90092,91.51995,129.9202,27.79367,118.2814,162.9597,37.22796,185.4702,247.8939,26.42383,128.031,166.5231,18.23118,54.94006,77.7392,117.711,561.6375,696.8591,20.36658,101.5134,137.9641,-0.9110622,-2.051584,1.243673
1-546834,256.673492431641,35.8695831298828,0.0278009,38.67691,160.6283,187.3918,61.16311,168.114,165.2683,41.50064,113.8913,128.6034,24.70196,92.16525,108.1293,10.16678,29.7999,18.59637,90.60558,251.4607,259.9776,1.247178,-46.31414,-80.16029,-2.364172,-23.01336,-17.0052
1-546834,256.673492431641,35.8695831298828,0.0278009,38.67636,161.4114,179.8573,61.16535,168.3997,166.5194,41.50162,113.2571,121.0428,24.70138,91.65528,99.38676,10.16826,30.37454,25.87576,90.60838,250.7516,254.0348,1.244521,-46.78217,-64.13718,-2.365672,-23.5441,-21.32203
1-595044,258.220428466797,35.0931587219238,0.0254919,186.8493,1999.942,4112.025,67.54127,444.0554,797.1175,170.1098,1195.613,2241.419,121.8764,849.7144,1598.879,28.22598,215.8465,454.1302,763.4169,5867.573,11045.46,213.0694,1687.832,3267.546,48.8093,405.3184,787.0359
1-595044,258.220428466797,35.0931587219238,0.0254919,186.849,1999.941,3469.154,67.54147,444.0553,712.9929,170.1099,1195.613,1940.617,121.8763,849.7144,1376.744,28.22595,215.8465,370.6511,763.4186,5867.573,9672.43,213.067,1687.83,2813.795,48.80819,405.3309,697.6711
1-177296,256.944488525391,35.1341361999512,0.0366971,20.43798,136.1692,534.483,8.07023,39.38787,99.44211,25.29283,133.0611,346.3464,19.22986,90.78542,231.4425,3.474495,27.24693,81.43278,92.60989,490.5785,1427.376,27.26918,153.1289,449.989,4.021811,31.85805,99.27012
1-177296,256.944488525391,35.1341361999512,0.0366971,20.438,79.63297,95.66219,8.070254,24.98701,27.50336,25.29284,82.58359,91.746,19.22986,56.90786,63.06446,3.474493,15.702,17.88754,92.60983,302.1413,340.9642,27.26936,94.30791,106.4608,4.021469,17.83012,20.68405
1-547185,258.103576660156,35.4455146789551,0.0256541,23.55277,339.8419,1159.634,52.60846,486.5172,867.7682,84.22647,894.5312,1757.123,54.99664,616.1047,1217.322,17.11595,158.6313,309.1031,489.5262,4530.864,8794.058,115.3678,1163.823,2404.447,31.41055,294.2394,589.7082
1-547185,258.103576660156,35.4455146789551,0.0256541,23.55283,338.6767,592.2265,52.60815,485.437,643.4666,84.22626,892.4715,1233.99,54.99665,614.7364,857.0316,17.11593,158.0974,214.3576,489.525,4520.42,6230.746,115.3674,1160.801,1640.438,31.41117,293.7655,415.5193
1-177285,256.957122802734,34.439811706543,0.0357749,60.05433,541.5466,1212.005,6.665306,46.2362,94.87861,30.64998,221.6278,482.2311,22.43399,158.1281,359.9105,8.108345,51.61166,106.7251,135.9444,987.2125,2208.152,41.59649,311.7134,689.7163,8.701554,71.59682,149.8318
1-177285,256.957122802734,34.439811706543,0.0357749,57.42256,177.5605,192.7187,6.398396,17.69113,18.73187,29.24562,80.08229,85.47391,21.33191,57.39259,61.47464,7.763309,19.6979,20.86892,129.5551,355.075,381.2694,39.60213,110.3605,118.5545,8.330266,24.94281,26.82387
1-177745,257.833648681641,32.8743286132813,0.0372764,6.639519,116.6396,486.5165,3.173119,27.74398,68.41756,9.973717,91.17564,249.3895,6.484477,57.23855,171.9288,1.022987,14.45862,27.71531,35.60122,349.5164,1113.768,8.381759,103.065,331.1653,3.422596,15.33254,75.06668
1-177745,257.833648681641,32.8743286132813,0.0372764,1.182024,4.261834,6.280733,0.5680441,1.540665,1.780716,1.77113,5.005996,5.82229,1.156906,3.180789,3.75128,0.1802102,0.8085738,0.9009666,6.358885,18.12524,22.23281,1.475648,4.768691,6.027195,0.6223873,1.292483,1.684995
1-547415,259.055389404297,34.0554122924805,0.0381055,9.63723,37.92035,167.9658,12.17576,43.23678,110.5534,16.39699,72.84228,240.6721,11.06668,46.22896,133.605,4.492432,17.28843,69.13133,82.86156,325.2086,882.9534,15.9073,61.51291,195.0995,4.246133,14.38366,83.88422
1-547415,259.055389404297,34.0554122924805,0.0381055,8.746932,19.9006,28.57928,11.2531,24.93959,30.03656,15.104,38.78666,47.39177,10.17576,24.86292,30.09216,4.149712,10.02373,17.01913,76.65334,181.2904,209.9992,14.67317,33.91237,55.42196,4.016419,9.055157,31.07819
1-546966,258.147216796875,34.6924705505371,0.0254981,24.42772,2075.054,3420.285,16.64994,402.38,550.5302,38.09288,1196.057,1821.668,26.98394,838.7563,1277.493,6.70733,249.4311,386.5916,151.7309,5756.584,8636.14,33.71185,1578.595,2403.56,9.188253,396.9888,586.7763
1-546966,258.147216796875,34.6924705505371,0.0254981,24.42764,1902.016,2485.132,16.64995,381.5164,441.7257,38.09287,1111.34,1337.812,26.98396,777.4759,933.455,6.70733,231.4163,275.6854,151.7307,5376.757,6525.897,33.71167,1470.914,1814.12,9.187862,369.7987,454.0405
1-177762,258.152374267578,32.8756332397461,0.0233994,59.81226,1287.656,1932.614,7.256245,157.5941,234.7301,18.24133,552.0903,823.8483,12.31776,365.7383,549.3183,3.261713,117.1452,183.2854,107.4521,2777.335,4161.023,36.15059,859.7108,1250.058,6.879539,224.7128,301.4926
1-177762,258.152374267578,32.8756332397461,0.0233994,59.81227,443.7944,449.0526,7.256196,52.57109,53.12632,18.24132,152.0655,154.0775,12.31776,96.98751,98.35872,3.261712,32.42286,32.95652,107.4519,853.8989,864.5897,36.15012,274.2523,277.3911,6.879763,64.4107,65.16955
1-177236,256.39892578125,34.7464179992676,0.0392196,27.52621,32.32608,76.08501,7.811837,9.666283,25.95861,9.490079,10.93702,24.02774,4.986389,5.56322,14.59446,-0.6479825,-0.7518546,21.22169,20.30806,24.39589,66.06342,3.278587,4.420507,4.301638,1.508329,1.651139,10.69497
