mangaid,objra,objdec,z,emline_sflux_cen_oiii_5008,emline_sflux_1re_oiii_5008,emline_sflux_tot_oiii_5008,emline_sflux_cen_nii_6549,emline_sflux_1re_nii_6549,emline_sflux_tot_nii_6549,emline_sflux_cen_sii_6718,emline_sflux_1re_sii_6718,emline_sflux_tot_sii_6718,emline_sflux_cen_sii_6732,emline_sflux_1re_sii_6732,emline_sflux_tot_sii_6732,emline_sflux_cen_oi_6302,emline_sflux_1re_oi_6302,emline_sflux_tot_oi_6302,emline_sflux_cen_ha_6564,emline_sflux_1re_ha_6564,emline_sflux_tot_ha_6564,emline_sflux_cen_hb_4862,emline_sflux_1re_hb_4862,emline_sflux_tot_hb_4862,emline_sflux_cen_hdel_4102,emline_sflux_1re_hdel_4102,emline_sflux_tot_hdel_4102
1-244805,208.659378051758,54.1225662231445,0.0693151,6.510452,23.84435,24.35666,2.357507,3.196715,3.253609,0.8178599,-1.268625,-1.642333,-2.287297,0.7799572,0.7321742,4.585877,6.966119,6.912365,-0.1372418,-1.517171,-1.896584,-8.361629,-21.63569,-21.86591,-7.6443,-27.05506,-27.66828
1-245472,211.94856262207,53.3704376220703,0.0831966,16.31674,82.48445,220.1131,43.59853,172.8641,411.8455,26.72437,148.1882,377.79,21.58957,106.0037,309.1498,10.13315,43.60895,90.91223,148.6353,812.9217,2333.607,17.45929,148.7078,501.0561,-0.04548375,30.41641,98.94195
1-245472,211.94856262207,53.3704376220703,0.0831966,16.31694,81.19228,132.8098,43.59808,171.0245,263.8854,26.72421,146.5974,248.0442,21.58939,104.9513,178.4641,10.13312,43.19008,63.11371,148.6348,807.2971,1458.541,17.45974,147.7395,300.3079,-0.04448132,30.09777,61.34132
1-519381,203.560638427734,22.1827640533447,0.0494551,19.75447,45.20597,100.9361,14.90848,40.53021,74.65594,16.47787,38.74389,86.6989,17.01698,35.7451,63.46309,3.536443,9.437199,23.95873,36.94429,110.294,238.9903,7.773074,21.67645,56.66287,-6.768139,-14.80684,-24.83007
1-519381,203.560638427734,22.1827640533447,0.0494551,19.7547,45.20684,79.20348,14.90838,40.53023,62.84784,16.47798,38.74356,66.21871,17.01701,35.74484,54.17406,3.536476,9.438002,19.83449,36.94486,110.2937,207.5951,7.773725,21.67758,39.09268,-6.76884,-14.80535,-23.52648
1-523105,205.041625976563,23.3410797119141,0.0319257,20.46779,262.4687,909.2172,43.44714,530.0469,946.3797,47.34146,680.7277,1491.415,30.19651,451.0125,971.277,7.110681,129.0444,246.1053,271.3535,3939.99,7491.662,58.68573,901.3301,1844.219,10.13404,198.2324,437.8352
1-523105,205.041625976563,23.3410797119141,0.0319257,20.4676,262.4683,472.0329,43.44719,530.0463,722.9847,47.34155,680.7272,1025.144,30.1965,451.0125,676.2979,7.110684,129.0444,187.009,271.3538,3939.988,5494.15,58.6851,901.3272,1303.744,10.13371,198.243,300.1428
1-523117,204.905883789063,22.9945907592773,0.0339321,31.3703,91.83298,148.1867,11.32237,33.29927,63.6258,35.48967,108.6287,182.9485,25.31592,78.21772,133.8739,5.356868,17.03281,49.30379,149.9518,443.033,696.8786,34.52562,107.218,171.6203,8.934886,24.26286,62.50483
1-523117,204.905883789063,22.9945907592773,0.0339321,30.50191,76.55297,86.69084,10.97051,27.65226,31.84233,34.36271,90.51134,103.3629,24.55099,65.62334,74.82219,5.245786,14.94762,19.66418,145.5054,368.9498,414.7468,33.26583,87.67688,99.5862,8.660539,20.86284,25.0116
1-523154,204.597122192383,23.9721450805664,0.0281846,32.81548,94.60391,138.1511,24.67318,61.92121,90.3023,27.78349,71.36659,99.68559,20.94507,54.56306,75.81425,12.71231,36.70173,61.16446,48.28128,127.2858,191.6401,2.081326,9.433451,13.08824,2.103917,7.599116,6.561467
1-523154,204.597122192383,23.9721450805664,0.0281846,32.81574,94.60561,124.9222,24.67138,61.91915,83.22199,27.78332,71.3663,93.4128,20.9445,54.56292,70.35723,12.71266,36.70235,55.47788,48.28265,127.2854,174.8016,2.078738,9.431717,10.50585,2.108535,7.602129,6.977057
1-519393,203.106674194336,22.5586891174316,0.0313547,6.006473,13.77623,32.05822,3.233957,2.355183,6.629543,2.712392,5.873145,19.28671,-1.459189,-1.256317,12.0678,-5.629246,-6.387831,11.44604,4.61846,4.175497,7.609244,-5.610919,-13.21469,-19.63369,-0.5361851,-3.353081,-4.231833
1-519393,203.106674194336,22.5586891174316,0.0313547,5.993594,13.69514,26.30113,3.212667,2.80972,6.654011,2.707774,6.312543,14.2035,-1.454381,-1.639683,4.770813,-5.613366,-6.736525,1.227367,4.582948,3.775816,6.670928,-5.605664,-13.005,-19.95279,-0.5440378,-3.585345,-3.864618
1-519412,203.777236938477,22.6618328094482,0.0317047,14.41271,38.6046,227.1953,4.23782,11.54069,65.57337,7.269977,17.37265,94.94646,6.167413,14.46362,80.8024,0.7053331,2.674885,31.23825,23.28314,55.91813,306.3756,4.297376,11.30477,80.70483,0.3396971,0.6657549,1.271688
1-519412,203.777236938477,22.6618328094482,0.0317047,14.41273,38.60456,182.3718,4.237862,11.5405,48.65171,7.26996,17.37264,74.13342,6.167474,14.4636,62.58215,0.7053059,2.674821,20.38717,23.28303,55.91824,231.1094,4.297556,11.30452,53.67164,0.3399901,0.665452,-6.099852
1-522735,203.972106933594,23.7573413848877,0.0168598,51.56215,256.1683,712.7208,16.02434,89.80322,222.798,30.1392,201.1804,564.176,21.8732,137.8016,405.2512,3.023279,34.71467,108.7755,164.1728,948.8673,2624.023,53.28726,296.5544,814.4153,12.75597,71.93531,208.7152
1-522735,203.972106933594,23.7573413848877,0.0168598,51.56208,256.1684,511.9019,16.02431,89.80313,164.6037,30.13918,201.1804,407.9655,21.8732,137.8016,284.7581,3.023273,34.71466,70.38334,164.1726,948.8672,1897.835,53.28663,296.554,591.5494,12.75612,71.93282,145.8927
1-626924,205.012176513672,23.142972946167,0.0316772,48.03191,280.9539,384.4542,98.01335,646.1489,797.8484,82.38059,651.5052,928.1948,58.55271,458.1501,632.7833,15.53331,106.786,169.942,553.9692,4997.605,6179.93,90.7662,978.2365,1329.284,14.64217,177.9371,235.9128
1-626924,205.012176513672,23.142972946167,0.0316772,48.03185,280.9532,380.3758,98.01408,646.1489,795.2954,82.38062,651.5044,921.8184,58.5529,458.1501,629.651,15.5333,106.7858,167.2439,553.9683,4997.598,6163.658,90.76758,978.2359,1322.053,14.64064,177.9311,236.2337
1-519429,204.011825561523,22.6337299346924,0.0324841,45.88405,189.6362,275.2136,29.03274,127.5743,194.3139,43.8314,182.5123,319.7062,31.92073,120.4447,220.8817,3.799459,32.43753,72.46811,68.80396,353.7469,758.937,16.94424,72.77364,187.4117,1.21735,4.234799,34.01836
1-519429,204.011825561523,22.6337299346924,0.0324841,45.8841,189.6363,245.3715,29.03308,127.5755,175.8275,43.83155,182.5141,268.7659,31.92064,120.4427,185.679,3.799683,32.43963,53.74615,68.8039,353.7459,620.9893,16.94386,72.77009,146.9035,1.217022,4.2336,29.08648
1-519444,204.48030090332,21.7102546691895,0.09565,9.009809,21.34461,27.34046,9.066035,24.77193,5.192565,7.15384,27.50581,57.08471,0.8775036,13.16409,32.7448,3.387104,9.282212,16.36401,13.90603,41.57322,-8.966922,-1.0655,-4.860896,-3.933979,-2.717882,-9.975281,-29.60861
1-519444,204.48030090332,21.7102546691895,0.09565,9.008103,20.6562,21.07749,9.066123,21.75476,21.57769,7.153414,24.73847,25.94164,0.8752376,10.7371,11.11264,3.387119,7.681273,8.092082,13.90789,38.78147,37.71238,-1.061815,-3.605736,-4.070902,-2.72395,-8.346129,-9.31129
1-519407,203.738647460938,22.5830669403076,0.0317255,2.755109,28.80478,18.04366,7.382506,15.65998,17.80504,0.4720127,-12.58087,-31.23945,2.691242,-2.963282,-9.878821,6.936945,8.001196,-10.63126,10.86888,4.585186,-2.871321,6.173253,-46.26683,-74.91045,-12.56698,-34.71082,-13.16975
1-519407,203.738647460938,22.5830669403076,0.0317255,3.814904,29.40533,29.32074,7.848219,17.16912,18.35369,0.8508995,-13.04451,-16.02142,1.547991,-6.846905,-8.407394,4.734172,7.590585,5.320124,10.46002,4.676376,4.877701,8.679193,-43.30104,-47.97184,-12.73872,-38.94571,-36.34027
1-522789,202.900497436523,23.314079284668,0.0432941,23.0635,101.4008,133.4641,29.70602,83.00605,88.33636,23.84346,90.91368,108.3368,18.7149,65.21163,82.29667,6.677806,38.12172,42.99323,75.88375,211.7193,263.3835,11.34785,30.90126,36.28281,1.969515,-2.491219,32.13446
1-522789,202.900497436523,23.314079284668,0.0432941,23.06337,101.5843,114.5692,29.70626,83.01078,86.34965,23.84324,91.05807,101.0172,18.71435,65.17546,74.76487,6.677963,38.45058,38.76802,75.88388,211.9153,230.9842,11.34752,31.01746,32.90762,1.969862,-2.235434,7.292825
1-568584,205.282730102539,23.282054901123,0.0263526,856.6183,2620.317,3369.995,1198.915,3732.953,4559.807,668.9135,2754.511,3788.078,618.9603,2235.211,2939.477,330.3617,1094.559,1416.701,2114.966,11007.49,15697.99,342.1501,2167.559,3375.213,60.16343,465.3297,775.9283
1-568584,205.282730102539,23.282054901123,0.0263526,856.624,2620.326,3253.488,1198.912,3732.951,4477.728,668.9108,2754.51,3683.269,618.9623,2235.211,2876.018,330.3614,1094.559,1375.323,2114.961,11007.49,15280.24,342.1095,2167.544,3259.906,60.16189,465.3239,734.3474
1-519271,203.430236816406,21.4381637573242,0.0419229,56.41838,300.9937,550.1692,19.11646,72.27306,129.4637,47.85785,181.0732,341.1402,31.64642,128.0188,228.1521,5.879014,30.59439,50.87982,184.2968,824.0372,1494.581,63.64336,283.6356,527.8582,13.05009,65.78145,141.3061
1-519271,203.430236816406,21.4381637573242,0.0419229,56.41838,290.5027,348.9167,19.1165,69.06148,79.33404,47.85786,171.2939,203.5294,31.64643,121.3918,141.2729,5.879018,29.28077,30.35,184.2967,785.5959,934.0698,63.64322,271.3949,331.9798,13.04991,62.30878,81.81154
1-522749,203.653594970703,23.1204109191895,0.0718681,1.170697,20.25565,69.42772,1.663024,17.38229,25.13773,5.038555,18.74289,23.7917,10.36026,31.86241,52.7127,-2.4307,3.504338,12.66614,1.612011,23.66246,48.088,-6.095387,-13.03518,7.281567,-8.268686,-56.31019,-81.94484
1-522749,203.653594970703,23.1204109191895,0.0718681,1.225704,15.37449,16.23595,1.664794,13.93242,14.07169,5.143062,11.72241,11.80763,10.31012,22.9389,23.25225,-2.717461,1.498581,1.590319,1.611356,15.60755,16.04676,-6.344648,-15.30327,-14.75577,-8.346821,-41.83591,-42.39628
1-210866,245.84228515625,39.2153358459473,0.0293829,16.36134,1109.582,1109.582,8.434322,179.1074,179.1074,22.08696,521.8304,521.8304,16.80264,379.8433,379.8433,2.469779,47.4043,47.4043,90.39134,2650.974,2650.974,32.19744,841.2122,841.2122,8.181579,201.0486,201.0486
1-210866,245.84228515625,39.2153358459473,0.0293829,16.36136,264.9021,264.9021,8.434363,70.20071,70.20071,22.08697,188.54,188.54,16.80264,138.6669,138.6669,2.469785,23.30964,23.30964,90.39147,833.5623,833.5623,32.19795,266.1805,266.1805,8.180403,64.9754,64.9754
1-210923,245.270874023438,39.9173889160156,0.0320253,14.75156,277.7401,537.8792,40.26516,647.5667,952.2704,35.15474,792.8547,1519.289,31.47181,593.6587,1155.721,11.94729,185.46,420.4761,201.0722,4941.969,8311.033,35.23649,1123.789,1995.47,4.415615,223.6711,420.6146
1-210923,245.270874023438,39.9173889160156,0.0320253,14.75166,271.9566,388.556,40.26522,639.8787,887.4282,35.15475,780.1061,1137.154,31.47183,584.9606,844.5615,11.94729,180.7312,255.6853,201.0721,4886.968,6885.546,35.23694,1109.556,1589.974,4.415858,221.6729,333.1766
1-211017,247.209060668945,39.8350868225098,0.0358501,39.02233,335.9599,470.3571,76.06707,752.0132,1135.588,51.58385,710.0842,1148.286,37.36557,521.4697,863.4645,20.61926,204.1343,279.0928,436.7841,6209.644,9061.943,94.26455,1370.61,2024.586,20.39975,271.6465,328.0863
1-211017,247.209060668945,39.8350868225098,0.0358501,39.02256,335.9602,404.5676,76.06689,752.013,973.9487,51.5838,710.0837,970.7062,37.36541,521.4688,716.6159,20.61927,204.1343,251.2249,436.7842,6209.649,8123.18,94.26576,1370.61,1810.395,20.39767,271.649,344.4947
1-633990,247.304122924805,41.1508712768555,0.0295927,22.79387,116.4305,201.6949,47.28792,181.3688,232.0084,41.78291,162.9047,214.0099,33.43977,117.7337,155.3717,9.564299,12.80245,-5.655836,343.0973,1056.004,1239.096,70.01048,211.5392,245.9445,16.87159,49.42033,77.85985
1-633990,247.304122924805,41.1508712768555,0.0295927,22.79379,103.925,107.5685,47.28834,167.7863,170.4028,41.7827,147.771,150.6793,33.43988,107.839,109.8725,9.56423,18.88212,18.28777,343.0953,981.5511,994.8761,70.00995,194.5819,197.8848,16.87234,47.437,48.52238
1-211023,247.155380249023,39.6989059448242,0.031211,16.15344,87.09673,148.8566,13.54657,77.78491,154.9887,19.98297,118.0873,247.7667,14.06659,83.34839,173.5818,7.362242,31.10881,49.96558,30.63727,225.3553,725.8015,2.183964,40.89907,184.7406,-1.060818,12.85848,70.0797
1-211023,247.155380249023,39.6989059448242,0.031211,16.1531,66.6571,68.29767,13.54662,60.1007,63.04156,19.98315,86.92655,91.181,14.06656,59.91509,62.80226,7.362309,25.3833,25.95512,30.63832,143.6691,165.4632,2.183489,19.61089,25.94565,-1.061193,4.172571,6.547291
1-210846,246.281951904297,39.4357261657715,0.0296158,32.19039,68.94369,90.48186,7.845756,18.94214,22.14113,27.42509,59.50048,66.1497,23.0432,47.64463,54.44641,13.66891,31.73651,43.22633,60.80996,133.8788,168.297,15.82224,37.37594,53.3406,2.911121,11.83581,21.79707
1-210846,246.281951904297,39.4357261657715,0.0296158,32.19028,63.06644,65.988,7.846045,17.35326,17.743,27.4251,54.71647,56.00996,23.04324,43.62097,44.74054,13.66891,27.56409,29.04361,60.80948,121.1077,125.8678,15.8216,32.67368,34.78625,2.909333,8.892008,9.825848
1-211084,247.583908081055,39.8043251037598,0.0293613,6.964583,17.46178,30.34729,4.317237,12.46945,13.1828,-0.4014677,4.746081,7.698267,1.713789,10.0248,15.06944,-2.803381,0.6209342,-5.220418,6.782829,20.47307,21.05358,-5.303236,-18.99312,-25.76255,-2.588128,-11.99969,-11.20969
1-211084,247.583908081055,39.8043251037598,0.0293613,7.381394,17.95964,30.71683,4.22134,11.8935,12.19913,-0.3267874,5.504466,7.748095,2.104683,9.378843,12.74715,-3.644763,-0.9862671,-5.74839,6.715375,20.2253,20.75544,-5.52007,-19.70203,-25.69328,-3.012452,-12.51523,-11.41868
1-211006,246.994476318359,39.6039619445801,0.0261375,4.205442,25.95363,30.93782,3.064364,10.01693,9.286478,3.758794,26.61039,40.17132,2.41452,7.36575,7.128002,1.318684,23.56917,41.99225,2.219171,12.9493,11.82802,-1.022089,3.563566,-10.87705,1.059398,15.82528,1.841293
1-211006,246.994476318359,39.6039619445801,0.0261375,4.20836,27.2988,28.998,3.051517,10.27795,9.127556,3.633921,26.53331,35.38165,2.507651,7.462235,5.812777,1.191913,23.03208,33.45832,2.232705,13.08744,14.23397,-1.219203,2.839577,-7.296264,1.378078,15.76296,8.415285
1-135095,247.24528503418,41.2552528381348,0.0332324,4.719522,27.29357,56.21777,13.98726,69.55108,112.3698,10.62689,69.46579,87.44302,9.284127,52.19997,73.27494,3.347144,13.96165,19.34465,100.1744,542.8065,674.4885,18.35972,98.01376,120.6607,-3.569121,9.999825,13.61012
1-135095,247.24528503418,41.2552528381348,0.0332324,4.719539,27.22347,34.18484,13.98724,69.30495,79.27351,10.62691,69.45977,76.36706,9.284125,52.1799,58.41605,3.347146,13.87715,16.35349,100.1745,542.3281,591.8107,18.35973,98.14231,107.5539,-3.568789,9.912812,12.81476
1-211044,247.43212890625,40.0165023803711,0.0276238,0.01625017,0.5741895,11.58006,3.249356,6.820806,10.31385,-2.252362,-1.194609,-2.328278,-1.25578,0.8664541,3.86937,-0.6530273,0.8842614,8.75276,4.431341,8.976443,20.9835,0.4919547,0.3631738,9.268189,0.4636317,3.256206,-2.74542
1-211044,247.43212890625,40.0165023803711,0.0276238,0.5391414,1.258694,2.803744,3.169863,6.837235,7.568977,-3.21284,-2.306051,-3.16562,-1.050624,1.146174,0.9761642,-0.7853592,1.063917,1.937115,4.394485,9.283843,12.49387,0.6112455,0.6562499,1.894415,0.1232989,2.724226,4.699314
1-210754,247.163482666016,39.5185470581055,0.0251772,7.347737,21.0774,33.99704,0.3610535,5.265068,23.45004,4.518234,7.48354,12.56942,3.698747,2.726836,0.4835372,8.133261,5.62282,12.98039,3.738497,17.53198,30.90823,-0.7997011,22.2682,54.56824,-8.603395,-24.71053,-37.92379
1-210754,247.163482666016,39.5185470581055,0.0251772,7.348547,20.85567,26.29856,0.4211927,4.698238,12.05499,4.578267,7.697047,9.411219,3.761394,2.227841,0.1055732,8.072871,4.436316,6.209588,3.880633,17.60353,26.15939,-0.5900568,22.46686,35.45512,-8.682452,-25.30687,-29.89532
1-210966,246.441543579102,39.6091804504395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-210966,246.441543579102,39.6091804504395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-210972,246.4111328125,40.0988273620605,0.0325493,97.57618,257.0729,385.094,94.61337,266.4321,414.2345,125.7827,355.5899,504.9394,91.70551,259.8996,343.2083,33.37122,94.23277,119.7811,325.2346,939.4274,1440.459,73.56257,221.821,320.0261,4.500388,16.71394,31.11107
1-210972,246.4111328125,40.0988273620605,0.0325493,97.5762,257.0735,331.8262,94.61304,266.4322,364.5508,125.7828,355.5904,465.5004,91.7056,259.9,336.0947,33.37116,94.2326,120.092,325.2349,939.4281,1301.159,73.56435,221.8268,294.9001,4.498861,16.70956,28.52922
1-135152,246.887603759766,41.1385040283203,0.0301811,0.8335505,13.08873,24.12648,3.968148,30.76058,54.51779,8.183089,60.51876,115.1719,3.923594,35.65971,70.83616,0.4358391,9.893645,33.0055,26.27231,218.822,343.0529,6.740552,65.54066,114.116,1.960188,14.05122,31.95476
1-135152,246.887603759766,41.1385040283203,0.0301811,0.833586,4.071174,4.211289,3.968092,10.41212,10.73511,8.183067,21.21539,21.95839,3.923583,11.13393,11.582,0.4358583,1.323935,1.600144,26.2724,75.92793,77.60223,6.740582,20.59637,21.24643,1.960003,5.432779,5.677395
1-135077,247.638473510742,41.4385871887207,0.0290664,4.485103,23.62314,58.94596,7.019408,29.86367,74.77149,10.17413,52.41148,123.8876,7.858561,34.01751,83.62213,0.8496216,8.068536,15.2917,56.16739,253.6744,570.5635,12.40066,59.55441,140.2167,5.982125,18.08097,62.09796
1-135077,247.638473510742,41.4385871887207,0.0290664,4.485136,21.69974,26.64397,7.019382,27.29218,34.13058,10.17418,47.32748,59.45435,7.85851,31.31112,39.36633,0.8496355,7.445262,8.962155,56.16789,230.5261,285.4572,12.40049,54.08212,66.8332,5.982832,17.30669,22.68721
1-210785,246.765075683594,39.5273857116699,0.0337628,0.2146981,21.72553,8.088951,1.04388,13.3126,34.78833,2.099215,2.441586,-16.22197,-1.674562,4.414033,-7.134974,-7.900003,5.635732,5.841619,2.996523,24.28146,46.09337,-6.331596,-49.01221,-62.05988,-1.405545,-25.52538,-29.52735
1-210785,246.765075683594,39.5273857116699,0.0337628,0.1692236,22.681,21.67343,1.076902,15.40621,24.64501,2.249008,3.399039,-0.6043972,-1.657458,8.413582,7.981623,-8.1665,8.696157,11.47818,2.937673,22.39315,32.12249,-6.459115,-52.36163,-54.30651,-1.303579,-27.32604,-35.71697
1-210774,246.980178833008,39.2588233947754,0.029007,31.89849,145.3593,191.7494,23.82685,113.6427,138.2623,29.60924,151.4663,179.0613,24.63226,93.91186,105.117,-5.368239,-7.613059,-31.23342,45.23245,222.3366,272.5726,-1.409672,15.67546,25.74148,-1.350251,12.52397,10.13343
1-210774,246.980178833008,39.2588233947754,0.029007,31.89881,145.5373,160.2127,23.82838,113.5108,122.0291,29.60943,151.5248,159.3629,24.63221,93.9128,98.07633,-5.368878,-7.700677,-10.95593,45.23237,222.4855,239.9765,-1.409292,15.76772,18.51554,-1.35099,12.50523,11.50088
1-247977,239.491806030273,41.7925910949707,0.0354683,16.20607,717.8414,1704.652,36.16996,935.0122,1588.095,34.70933,1227.076,2331.407,25.55038,874.9714,1648.667,9.364364,218.4802,372.7524,278.7672,7387.364,12781.45,55.28523,1804.695,3264.452,10.64323,376.1839,722.6332
1-247977,239.491806030273,41.7925910949707,0.0354683,16.20636,712.7863,1428.694,36.16982,933.2288,1403.919,34.70931,1224.039,1982.168,25.55031,872.7001,1408.394,9.364381,218.0201,339.0152,278.7671,7369.851,11364.16,55.28621,1800.013,2860.038,10.64675,375.3179,629.7159
1-248388,240.67741394043,41.1972618103027,0.0333433,39.35515,1004.409,3981.196,113.1646,1329.771,2307.453,142.0736,2110.258,4483.919,103.3646,1511.782,3122.671,32.87086,459.489,981.9036,1058.998,12126.46,23546.78,192.9078,2557.262,5489.215,37.15147,503.8914,1151.859
1-248388,240.67741394043,41.1972618103027,0.0333433,39.35527,1004.409,3438.38,113.1645,1329.77,2122.072,142.0736,2110.259,3997.476,103.3646,1511.782,2820.916,32.87084,459.489,856.7862,1058.999,12126.45,21648.54,192.9089,2557.264,4982.592,37.15168,503.9119,1044.813
1-248348,240.365844726563,42.3881874084473,0.0355431,20.15691,174.4106,445.5573,40.47829,275.8748,530.4631,39.53386,340.3304,802.0297,28.46904,236.5195,524.8514,5.646279,48.05081,116.8524,335.5984,1983.262,4052.744,69.67567,465.9744,1045.979,11.65402,109.5184,230.9425
1-248348,240.365844726563,42.3881874084473,0.0355431,20.15753,108.6976,130.7895,40.47813,181.7673,215.5665,39.53386,201.0801,251.0824,28.46902,142.5416,176.8324,5.646289,33.59409,42.63377,335.5987,1302.182,1567.091,69.67851,286.329,356.758,11.65036,64.22492,78.45163
1-569216,240.960021972656,41.5218620300293,0.0340357,39.50993,181.2316,316.7247,49.5193,170.9392,330.324,33.53132,149.8886,357.6459,27.17806,99.80758,201.4702,13.23557,41.51309,63.98729,53.83189,366.3845,1135.282,7.306488,34.4819,232.1407,-2.192398,-9.262821,31.28472
1-569216,240.960021972656,41.5218620300293,0.0340357,39.51023,178.5897,196.0097,49.51844,167.7154,192.8401,33.53153,145.8495,170.8815,27.17803,98.12881,110.0841,13.23583,40.34982,45.69332,53.83307,352.3,459.993,7.308631,32.72958,56.22338,-2.191822,-8.837765,0.005276667
1-248233,242.682525634766,41.1485595703125,0.0315371,67.78483,362.5234,666.2553,46.28918,339.9362,677.6955,71.81836,446.9518,1060.881,55.3175,365.4107,857.688,19.00564,97.45708,275.3377,85.03188,1201.996,3684.167,18.99546,250.9968,937.8519,-10.13987,0.08135909,137.0349
1-248233,242.682525634766,41.1485595703125,0.0315371,67.78533,362.5238,515.5499,46.29013,339.9389,566.2891,71.81779,446.9513,841.288,55.31712,365.4123,667.3916,19.0055,97.45775,186.1254,85.03103,1201.995,2816.413,18.99707,250.9998,660.6044,-10.13996,0.08205289,97.33584
1-248352,240.287124633789,41.8807487487793,0.0242508,1691.433,4487.689,17736.66,77.25163,186.4699,476.9003,248.4288,623.2588,1687.533,174.7359,438.1719,1179.933,46.8242,123.1837,406.9701,1887.561,4761.608,14657.26,608.4225,1528.292,4770.542,156.3952,385.639,1191.278
1-248352,240.287124633789,41.8807487487793,0.0242508,1691.433,4487.69,17531.72,77.25089,186.4692,462.2867,248.4286,623.2587,1625.405,174.7363,438.1719,1141.544,46.82418,123.1836,379.5005,1887.557,4761.605,14389.57,608.4297,1528.301,4681.627,156.3996,385.6495,1165.109
1-248419,241.626113891602,41.3433036804199,0.0343878,105.0577,170.6504,365.6728,36.87242,58.92368,118.9742,64.49352,103.3408,225.8472,47.79013,76.77837,159.3693,8.382953,13.30239,27.82286,419.4359,673.8495,1359.727,105.6748,171.4259,370.84,22.30459,37.7258,85.36396
1-248419,241.626113891602,41.3433036804199,0.0343878,105.0578,170.6505,257.1378,36.87259,58.9239,86.26302,64.4936,103.3409,155.0744,47.79014,76.77838,113.6406,8.382948,13.30238,19.53589,419.4363,673.8496,986.0954,105.6756,171.4265,258.0323,22.30584,37.72678,60.05644
1-633587,241.235610961914,41.357234954834,0.0728683,8.026682,20.62781,42.35657,4.342701,11.78611,16.7622,4.568936,11.10718,27.32756,5.351093,14.39494,38.2391,-0.1218628,-1.619852,3.009846,4.781298,12.98704,24.75414,-1.814897,2.777595,3.117128,-6.39752,-13.64289,-28.08748
1-633587,241.235610961914,41.357234954834,0.0728683,8.028037,20.56721,29.63959,4.34472,11.77978,15.44808,4.568969,11.1555,17.42081,5.350981,14.35004,24.26557,-0.1128481,-1.64401,1.173315,4.779749,12.98359,17.8412,-1.814926,2.792279,5.934938,-6.394072,-13.57034,-18.18606
1-248328,239.856506347656,42.2634582519531,0.0605869,6.518754,26.4868,51.33479,2.185849,6.408674,6.518757,3.188952,6.665997,8.658803,-1.734139,2.242888,1.611258,-5.385616,-5.674675,1.343737,7.451133,28.64427,53.89054,-15.06369,-53.3625,-82.70841,6.802438,5.45428,14.88861
1-248328,239.856506347656,42.2634582519531,0.0605869,6.430123,26.02449,40.78836,1.942915,5.595732,4.838287,3.223748,6.21151,8.740283,-1.540562,2.599736,4.108406,-6.406765,-7.154007,-4.670716,7.68578,28.72416,39.38192,-15.25042,-53.55681,-68.10165,7.753923,6.419398,11.33823
1-248415,241.8466796875,41.7089691162109,0.0180762,339.1986,1043.132,1144.595,105.767,344.149,403.5299,153.2386,555.007,648.5604,116.1863,413.024,482.866,6.562626,39.5318,53.83279,975.7554,3041.695,3391.97,292.4633,962.2343,1090.564,64.22559,224.1011,250.4163
1-248415,241.8466796875,41.7089691162109,0.0180762,339.1985,1043.132,1107.212,105.7675,344.1501,380.7648,153.2388,555.0076,622.7042,116.1864,413.024,461.553,6.562653,39.53189,49.95447,975.7553,3041.697,3270.876,292.4615,962.2336,1043.178,64.22718,224.1026,237.2485
1-633591,241.252471923828,41.3917198181152,0.0719477,7.520953,19.20049,40.92877,-12.73342,-14.4841,-22.25219,2.73925,1.104899,-17.11871,5.803934,15.22379,-2.44959,2.968487,2.823369,-3.718743,24.92132,41.40771,52.43908,4.701773,9.212181,17.35791,-2.207187,-5.678431,-17.02477
1-633591,241.252471923828,41.3917198181152,0.0719477,7.519598,18.91547,22.5094,-12.67876,-15.82883,-18.92043,2.740986,1.564142,0.5822405,5.797582,15.07177,12.74942,2.955477,2.771982,-1.34039,24.90838,41.41021,44.47103,4.690709,9.20385,12.53812,-2.214496,-5.599391,-11.97407
1-248389,240.658050537109,41.2934265136719,0.0348484,260.5509,577.5982,626.6004,89.36065,201.6886,207.1209,48.84943,118.3104,188.7301,43.84692,99.45444,118.1684,27.34089,40.34165,-18.14157,130.6677,310.5352,343.4308,24.31936,54.50399,60.49092,-11.31652,-16.05807,-18.64787
1-248389,240.658050537109,41.2934265136719,0.0348484,260.5511,577.5935,591.2643,89.36034,201.6905,205.3792,48.84961,118.3048,129.2024,43.84678,99.45364,103.248,27.34097,40.33126,30.60358,130.6693,310.54,318.8018,24.31824,54.49865,55.80623,-11.31308,-16.04116,-11.14659
1-248289,240.91242980957,41.1530570983887,0.0341391,34.85118,113.41,171.3982,21.60828,61.49466,111.6959,19.95779,54.00898,54.9437,24.85459,57.51261,83.20959,17.44693,22.04057,66.16273,39.48634,117.6484,199.6526,-10.20332,-45.4493,-42.57345,-14.60852,-50.82109,-74.82682
